1104,-0.3,-0.8,-0.2,-1.0,-0.3,-0.2,-0.3,-0.3,-0.3,-0.8,-0.2,-0.2,-0.2,-0.2,-0.2
1127,1.1,-0.8,-0.9,-0.3,-0.4,0.5,-0.8,-0.4,-0.8,-0.3,-0.8,-0.4,-0.4,-0.4,-0.4
1352,-0.2,0.0,-0.9,-0.7,-0.5,-0.4,-0.4,-0.8,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
1364,1.2,0.5,1.4,1.7,1.1,0.0,1.8,1.4,-0.3,1.5,1.7,1.4,1.0,-0.3,0.7
1367,0.5,1.6,1.8,1.4,2.0,1.3,0.2,-0.4,1.6,1.9,1.3,0.8,0.7,0.0,0.1
1456,1.1,1.3,1.0,0.6,0.9,-0.5,-0.4,0.0,0.2,0.3,-0.1,-0.5,0.0,-0.1,0.0
1556,1.4,1.9,0.8,-0.6,2.2,2.4,1.6,1.2,0.6,1.7,2.0,1.3,1.1,2.2,2.5
1650,0.0,-0.1,-0.7,-0.2,-0.9,-0.4,-0.4,-0.1,-0.4,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
1687,-0.8,-0.7,-0.1,0.1,-0.5,0.0,-0.1,-0.5,-0.7,-0.5,-0.3,-0.3,-0.3,-0.3,-0.3
1688,-0.7,-0.3,-0.8,0.0,0.0,-0.7,-0.4,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
1702,-0.4,-0.8,-0.5,-0.9,-0.2,-0.6,-0.7,-0.4,-0.6,-0.7,-0.2,-0.2,-0.2,-0.2,-0.2
1705,-0.2,-0.7,2.0,0.5,0.5,0.3,1.9,2.3,1.2,2.8,0.7,1.4,2.6,0.2,0.5
1756,1.0,0.4,0.9,-0.5,-0.8,-1.0,-0.9,-0.8,-0.9,-0.5,-0.4,-0.3,-0.3,-0.3,-0.3
1780,1.7,0.5,0.3,1.6,-0.2,-0.5,0.6,1.0,0.2,0.1,0.0,0.2,1.5,1.1,-0.7
1783,2.3,1.3,0.5,0.5,1.4,2.1,1.3,1.3,1.5,2.1,0.4,-0.2,1.6,0.7,1.5
1784,-0.4,0.1,-0.3,-0.9,-0.2,-0.7,-0.1,-0.7,-0.1,-0.6,0.2,0.2,0.2,0.2,0.2
1821,0.0,-0.6,-0.3,-0.7,-0.7,-1.0,-0.4,-0.9,-0.1,-0.9,-0.5,-0.5,-0.5,-0.5,-0.5
1830,0.1,-0.6,-0.8,-0.4,-0.5,-0.8,-0.6,-0.8,-0.5,-0.3,-0.2,-0.2,-0.2,-0.2,-0.2
1894,-0.6,-0.4,-0.5,-0.7,-0.9,-0.5,-0.9,-0.5,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
1935,-0.6,-0.6,-0.5,-0.2,-0.5,0.2,-0.6,-0.8,-1.0,-1.0,-0.4,-1.0,-1.0,-1.0,-1.0
1996,0.2,1.3,-0.1,-0.5,-0.7,-0.1,-0.6,-0.1,0.1,0.6,1.1,0.7,-0.2,-0.2,-0.9
2046,1.5,1.3,1.2,1.0,2.5,2.2,1.6,1.8,1.9,1.4,0.5,-0.3,2.1,1.2,0.3
2058,0.5,-0.4,0.0,-0.2,-0.5,-1.0,-0.2,-0.8,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
2062,-0.5,0.2,-0.6,-0.1,0.1,0.5,-0.2,0.5,0.1,0.7,0.8,-0.2,0.0,-0.1,-0.2
2063,2.4,1.2,0.6,0.7,0.7,2.6,2.0,2.7,2.2,2.7,1.2,0.0,-0.3,0.8,1.6
2124,0.4,-0.2,0.3,1.2,1.1,1.4,0.9,0.0,-0.5,0.8,0.2,-0.3,0.1,0.7,0.3
2133,-0.6,-0.2,-0.3,0.0,-0.5,-0.1,-0.2,-0.2,-0.4,-0.3,-0.2,-0.2,-0.2,-0.2,-0.2
2138,0.5,-0.9,-0.4,-1.0,-0.4,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9
2156,0.2,1.5,0.5,0.0,2.4,1.0,0.3,-0.7,-0.3,0.2,1.3,1.5,0.9,-0.1,-0.4
2210,0.0,-0.4,-0.2,-0.4,-0.5,-0.7,-0.6,-0.8,-0.5,-0.2,-0.3,-0.3,-0.3,-0.3,-0.3
2218,1.3,1.5,0.8,-0.6,0.1,-0.3,1.4,1.9,1.4,0.7,2.0,-0.2,-0.6,-0.7,-0.4
2219,1.4,3.1,1.7,1.2,0.4,2.7,1.9,0.2,-0.2,-0.3,1.4,1.5,1.4,0.1,0.2
2290,-0.1,-0.5,0.0,-0.2,-0.1,-1.0,-0.9,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
2291,0.9,-0.4,-0.3,-0.9,-0.7,-0.1,-0.7,-0.6,-0.6,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7
2397,0.2,-0.2,-0.8,-0.2,-0.3,-0.6,-0.4,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
2399,2.4,1.0,0.3,-0.6,2.9,2.2,-0.2,-0.3,1.3,-0.7,0.5,1.9,1.0,-0.1,0.3
2400,-0.5,1.1,0.2,2.1,1.3,0.1,-0.4,-0.5,1.7,1.1,-0.8,0.5,1.7,0.0,-0.8
2420,1.0,-0.8,1.9,-0.4,1.1,1.7,1.2,0.9,1.5,2.0,2.1,2.0,0.4,0.8,2.5
2551,1.2,3.3,2.1,0.7,1.2,2.0,1.1,0.2,1.7,-0.1,-0.6,1.9,0.5,0.3,-0.3
2587,0.1,1.4,0.7,0.4,0.4,0.5,-0.3,0.1,-0.5,-0.3,-0.2,-0.2,-0.2,-0.2,-0.2
2666,2.8,1.6,0.6,-1.0,-0.2,1.2,0.9,-0.1,-0.9,-0.6,-0.8,-1.0,-0.3,-0.3,-0.3
2674,-0.2,-0.6,-0.3,-0.7,-1.9,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
2739,-0.1,0.2,3.2,1.6,1.6,1.6,3.2,1.2,0.4,2.2,2.5,0.7,0.5,3.0,0.7
2782,0.3,-0.6,-0.6,-1.0,-0.3,-0.8,-0.6,-0.2,-0.4,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
2847,0.4,-0.4,-0.2,-0.6,-0.6,-0.3,-0.6,-0.1,-0.4,-0.1,-0.4,-0.4,-0.4,-0.4,-0.4
2919,-0.1,-0.7,-0.3,-0.8,-0.7,-0.9,-0.3,-0.8,-0.2,-0.8,-0.1,-0.1,-0.1,-0.1,-0.1
2921,-0.2,-0.2,-0.2,-0.3,-0.8,-0.2,-0.6,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2924,0.2,2.1,2.0,1.3,-0.3,-0.2,-0.4,1.7,0.0,-0.4,0.4,0.1,-0.7,-0.3,-0.7
2951,-0.1,-0.4,-0.5,-0.5,-0.8,-0.6,1.0,0.1,0.1,0.0,-0.7,-0.7,-0.7,-0.7,-0.7
2968,1.8,1.2,1.6,0.5,0.0,1.6,0.8,-0.2,1.7,-0.5,-0.1,0.0,0.1,-0.8,-0.2
3018,1.5,1.8,1.4,0.6,0.4,1.5,1.4,0.6,3.5,1.8,1.2,1.4,-0.1,1.8,2.4
302,-0.2,1.8,0.5,-0.8,0.7,1.5,-0.3,-0.7,1.6,0.2,-0.9,1.3,1.0,0.5,1.0
3114,-0.3,1.8,1.4,0.6,2.9,1.1,0.5,-0.6,2.2,-0.8,2.6,2.3,1.6,0.6,1.0
3216,1.6,0.7,-0.1,-0.3,-0.3,-0.6,-0.4,-0.9,-0.2,-0.7,-0.8,-0.3,-0.3,-0.3,-0.3
3219,-0.8,-0.7,-0.4,-0.8,-1.0,-1.0,-0.8,-0.4,-0.7,-0.8,-0.6,-0.6,-0.6,-0.6,-0.6
3221,0.9,2.0,2.2,1.4,1.1,0.6,1.7,0.8,-1.0,0.5,2.4,0.7,-0.1,1.8,0.8
3294,-0.8,-0.2,-0.7,-0.5,-0.8,-0.4,-0.7,-0.2,-0.2,-0.5,0.8,0.8,0.8,0.8,0.8
3382,1.3,2.0,0.5,3.1,1.9,0.9,-0.2,1.1,1.2,1.2,-0.3,2.8,0.8,0.4,2.8
3390,-0.8,-0.8,-0.8,-0.9,-0.7,-1.0,-0.6,-1.0,-1.0,-0.3,-0.5,-0.5,-0.5,-0.5,-0.5
3689,0.6,-0.1,-0.4,0.1,-0.8,-0.8,-0.7,-0.5,0.1,-0.6,-0.3,-0.3,-0.3,-0.3,-0.3
3706,1.0,-0.9,0.2,1.5,0.7,-0.2,-0.2,-0.6,1.0,1.4,1.2,0.6,0.1,-0.3,0.6
3768,0.9,0.5,1.9,0.6,-0.4,1.4,2.3,1.3,1.4,0.1,-0.3,-0.2,0.8,2.3,2.2
3787,0.2,-0.3,-0.5,-0.4,-0.6,-0.5,-0.2,-0.3,-0.2,-0.1,-0.6,-0.3,-0.1,0.0,0.4
3853,0.7,-0.5,0.6,-0.6,0.4,0.2,0.1,-0.4,-0.5,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
3864,0.4,-0.5,0.1,-0.1,-0.1,-0.4,0.6,1.5,2.2,1.4,0.5,0.2,-0.2,-0.1,-1.0
3867,-0.5,-0.3,-0.5,-0.3,0.0,-1.0,-0.3,-0.6,-0.4,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7
3976,0.1,-0.2,0.6,0.6,0.8,-0.1,-0.7,-0.5,-0.3,-0.7,-0.6,0.3,0.1,-0.6,-0.4
4201,-0.9,-0.3,-0.3,-0.8,-0.4,-0.5,-0.6,-0.5,-0.5,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
4289,1.2,1.8,2.1,-0.3,3.0,2.8,1.0,0.6,1.1,1.2,2.9,1.9,0.9,1.5,0.7
4315,2.1,1.0,0.4,1.5,1.5,3.1,2.1,1.0,-0.6,2.6,2.1,1.1,1.5,1.3,3.3
436,0.3,1.5,0.8,0.2,0.3,1.6,0.1,-0.1,-0.2,-0.8,-1.0,-0.6,-0.1,-1.0,-0.7
4409,-0.6,-0.6,-0.8,-0.4,-0.8,-0.7,-0.9,-0.9,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
4420,-0.6,-0.3,-0.1,-0.4,-0.9,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
4503,-0.9,-0.5,0.1,-0.2,-0.2,-0.8,-0.4,-0.9,-0.3,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
4602,-0.2,1.5,1.0,-0.8,1.2,1.4,0.1,-0.6,2.1,1.4,0.2,-0.8,0.5,1.3,0.7
4704,0.0,-0.7,-0.3,-0.8,-0.7,0.0,0.0,-0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1
4706,0.1,1.7,0.4,-0.5,0.2,0.3,-0.9,-0.3,-0.8,0.2,-0.8,-0.2,-0.2,-0.2,-0.2
472,1.3,2.7,2.5,1.7,1.0,2.2,1.5,0.1,-0.1,2.1,1.7,0.8,2.0,2.2,2.2
473,0.4,0.8,0.0,-0.3,-0.8,-0.4,-0.3,-0.8,-0.7,-0.8,-0.8,-0.9,-0.9,-0.9,-0.9
4756,-0.4,-0.8,-0.3,-0.6,-0.5,-0.9,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7
4781,1.6,0.9,2.4,1.9,1.4,1.4,1.9,0.5,0.2,0.2,0.3,1.5,0.0,-0.4,0.1
483,0.6,0.6,1.3,1.0,0.6,-0.9,-0.8,2.9,0.1,-1.0,-0.7,-0.9,-0.5,-0.8,-0.6
4831,1.2,0.9,-0.4,2.5,1.7,0.9,0.0,0.1,-0.4,2.8,2.6,1.3,0.2,0.0,0.2
4913,-0.7,1.4,0.6,-0.4,-0.2,-0.6,-1.0,-0.4,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9
4914,1.3,0.9,1.6,1.5,1.4,0.2,1.5,1.3,1.2,1.8,1.2,0.5,0.8,1.5,1.0
4916,1.4,0.6,1.8,0.5,1.0,0.8,1.2,0.2,1.0,0.9,-0.3,0.2,-1.0,0.0,-0.6
494,-0.1,-0.2,-0.4,-0.2,-0.7,-0.3,-0.5,-0.7,-1.0,-0.5,-0.6,-0.6,-0.6,-0.6,-0.6
5040,1.7,3.2,2.2,1.3,0.3,-0.3,0.2,0.4,1.3,1.4,1.4,2.3,2.1,0.9,0.6
5126,0.9,-0.1,0.0,0.7,-0.4,-0.3,-0.6,-1.0,-0.8,-1.0,-1.0,-0.8,-1.0,-1.0,-0.8
5157,-0.9,-1.0,1.0,1.7,-0.3,-0.6,-0.6,-0.2,0.5,0.4,-0.5,-0.2,0.0,-0.2,0.0
5201,0.6,0.3,-0.1,-0.7,-1.0,0.0,-0.1,0.2,-0.8,-0.4,-0.2,-0.2,-0.2,-0.2,-0.2
5238,0.9,1.3,1.3,1.6,0.5,-1.0,-0.9,0.0,-0.4,0.3,0.2,0.3,0.4,0.3,-0.7
526,0.0,0.1,-0.4,-0.6,-0.3,-0.6,-0.9,-0.7,-0.6,-0.3,-0.6,-0.6,-0.6,-0.6,-0.6
5261,0.0,0.8,-0.9,-0.6,-1.0,-0.2,0.0,-0.2,-0.6,-0.7,-0.4,0.3,-0.4,0.3,0.4
5311,-0.7,-0.8,-0.8,0.0,-0.1,0.1,-0.6,-0.3,-0.8,-1.0,-0.4,-0.4,-0.4,-0.4,-0.4
5342,2.3,1.0,-0.8,1.1,0.4,-0.2,0.0,0.1,0.4,0.2,0.0,0.5,-0.4,0.7,1.3
5346,-0.3,-0.6,-0.7,-1.0,-0.6,-0.9,-0.8,-0.8,-0.7,-0.4,-0.2,-0.2,-0.2,-0.2,-0.2
536,0.3,-0.7,0.2,-0.2,0.1,-0.4,0.2,-0.8,-0.2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
5368,-1.0,0.2,-0.6,-0.2,-0.2,-0.2,-0.8,-0.6,-0.4,-0.2,-0.4,-0.4,-0.4,-0.4,-0.4
5371,1.7,1.5,1.0,0.8,0.2,1.6,1.2,0.3,1.0,0.8,1.7,1.2,0.2,-0.1,2.6
5372,1.9,1.2,0.6,2.0,0.4,-0.2,-0.8,0.2,1.7,1.3,-0.1,-0.2,0.1,0.2,0.5
5383,-0.4,-1.0,-0.5,-0.8,-0.2,-0.6,-0.2,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
5439,-0.2,0.2,0.0,-0.4,-0.2,-0.1,0.2,-0.1,-0.6,-0.3,-0.2,-0.2,-0.2,-0.2,-0.2
5450,-0.7,-0.4,-0.7,-0.2,-0.3,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8
5452,-0.2,-0.6,-0.8,-0.2,-0.8,-0.6,-0.2,-0.7,-0.4,-0.1,-0.6,-0.6,-0.6,-0.6,-0.6
548,2.0,1.5,-0.6,-0.7,3.1,2.1,1.4,0.9,1.9,2.4,2.1,2.8,0.4,0.4,2.2
5564,0.0,1.3,1.2,1.8,1.5,0.1,1.8,0.8,-0.3,1.8,1.5,0.5,-0.1,0.2,0.6
5569,0.7,-0.7,0.7,1.1,0.8,0.6,0.4,0.4,-0.2,0.3,-0.1,0.5,-0.2,-0.3,-0.2
5578,1.0,0.4,2.1,0.7,-0.1,-0.3,1.5,1.3,0.9,1.2,0.5,-0.5,0.4,-0.3,-0.2
562,-0.4,2.5,0.6,-1.0,0.4,2.1,1.7,0.0,-0.2,-0.5,0.1,1.5,0.6,-0.1,0.0
5660,0.2,-0.2,-0.4,-0.7,-0.2,-0.5,-0.8,-0.4,0.1,-0.7,-0.6,-0.6,-0.6,-0.6,-0.6
5668,-0.1,-0.5,-0.1,-0.8,-0.8,-0.4,-0.4,-0.6,-0.2,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
5671,-0.6,-0.4,-0.1,-0.6,0.4,-0.8,0.0,-0.7,0.0,-0.6,-0.2,-0.2,-0.2,-0.2,-0.2
569,0.1,0.5,0.2,0.6,-0.5,-0.1,-0.3,-0.7,-0.2,0.5,0.5,0.5,0.5,0.5,0.5
5774,-0.7,-0.9,0.0,-0.8,-0.2,-0.2,-0.7,-0.8,-0.2,-0.8,-1.0,-1.0,-1.0,-1.0,-1.0
5785,-1.0,-0.4,-0.6,-0.1,-0.4,-0.2,0.3,0.0,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
5786,0.5,2.1,1.0,0.2,-0.6,0.2,1.7,-0.2,-0.9,0.0,1.2,2.3,2.0,1.7,1.1
5954,3.0,1.4,1.1,0.4,3.0,1.2,0.2,-0.3,1.5,1.4,0.5,0.8,0.3,2.1,1.5
5958,-0.6,-0.3,-0.5,-0.4,-0.2,-0.8,-0.3,-0.6,0.3,-0.6,-0.8,-0.8,-0.8,-0.8,-0.8
6018,0.2,0.1,-0.1,-0.4,0.0,-0.4,-0.3,-0.1,-0.7,-0.7,-0.3,-0.1,-0.1,-0.1,-0.1
6076,-0.3,-0.7,-0.4,-0.7,0.0,-0.4,-0.1,-0.5,-0.1,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
6084,0.4,-0.3,-0.2,0.2,-0.1,-0.3,0.3,-0.6,-0.4,-0.9,0.1,0.1,0.1,0.1,0.1
609,2.8,2.2,-0.2,-0.5,2.2,1.5,-0.4,-0.6,-0.1,0.5,-0.2,-1.0,-0.3,-0.3,-0.6
614,0.0,1.7,0.4,-0.6,-0.5,0.0,1.0,0.8,0.3,-0.5,-0.2,-0.8,-0.8,-0.8,-0.5
615,0.1,-0.4,0.2,-0.5,0.0,-0.5,-0.7,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
617,1.6,2.6,1.2,1.6,2.6,2.2,1.4,0.6,0.0,1.9,0.3,-0.2,-0.5,1.1,1.4
619,0.0,0.0,-0.4,-0.6,-0.5,-0.1,-0.1,-0.2,-1.0,-1.0,-0.2,-0.7,-0.5,-0.3,-0.3
6214,0.6,-0.2,0.3,-0.2,1.3,0.8,-0.5,0.3,0.0,0.2,0.1,0.4,0.4,0.4,0.4
6218,1.7,1.4,2.2,1.6,-0.2,-0.1,0.5,1.7,1.9,-0.2,-0.8,2.2,0.2,1.2,3.4
6229,0.1,1.6,0.2,-0.1,-0.6,-0.2,-0.6,-0.1,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7
624,0.7,1.9,1.1,-1.0,1.5,-1.0,0.3,1.8,1.9,1.1,0.2,-0.2,1.4,2.9,1.8
6270,-0.6,-0.5,-0.1,0.2,-0.3,-0.1,-0.5,-0.1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
6287,1.3,1.5,1.9,1.1,0.0,0.4,2.9,1.5,-0.3,2.8,0.9,-0.1,1.3,3.3,3.3
6309,-0.7,-0.2,-0.8,0.8,-0.7,-0.7,0.2,-0.1,-0.3,-0.6,-0.1,-0.1,-0.1,-0.1,-0.1
6378,0.2,-0.9,-1.0,-0.8,-0.3,-0.9,-0.9,-1.3,-0.8,-0.4,-0.8,-0.8,-0.8,-0.8,-0.8
646,-0.4,-1.0,-0.2,-0.6,-0.9,-0.2,-1.0,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9
648,-0.1,-0.9,-0.6,-1.0,-0.8,-0.5,-0.9,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
6490,0.0,-0.2,-0.1,-0.7,-0.3,-0.6,0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
6506,-0.3,-0.9,-0.1,-0.9,-0.1,-1.0,-0.7,-1.0,-0.3,-0.5,-0.3,-0.3,-0.3,-0.3,-0.3
6507,-0.1,-0.3,-0.2,0.1,-0.1,-0.6,-0.5,-0.5,-0.7,-0.6,-0.3,-0.3,-0.3,-0.3,-0.3
6518,0.3,-0.5,-0.7,-0.9,-0.3,-0.6,-0.5,-0.7,-0.4,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
6533,-1.0,-0.4,-1.0,-0.5,-0.6,-0.9,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
6628,1.4,2.3,1.9,2.1,1.9,1.3,1.4,1.7,2.1,1.6,0.8,0.1,2.7,2.2,1.6
665,0.5,1.1,0.7,-0.1,0.8,1.8,0.6,1.0,1.1,1.5,0.5,2.1,1.7,0.7,0.5
6796,-0.4,0.1,-0.3,0.1,-0.8,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6832,0.4,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
723,0.7,2.1,1.5,-0.8,-0.8,0.3,1.6,0.6,-1.0,-1.0,-0.5,0.0,0.8,0.5,1.0
773,0.5,0.8,1.2,1.0,1.5,0.5,-1.0,0.4,1.3,1.2,0.3,1.3,0.9,0.2,1.5
787,0.4,-0.2,2.9,1.9,1.3,1.7,1.6,1.1,0.9,1.8,0.8,-0.3,1.8,0.7,0.9
861,-0.2,-0.9,-1.0,-0.8,-0.7,-1.0,-0.7,-0.9,-0.9,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
995,-0.5,-0.5,-0.5,-0.3,-0.8,-0.6,-1.0,-0.8,-0.4,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8
10324,-0.3,-1.0,0.2,-0.7,0.0,-0.9,-0.5,-1.0,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8
10382,-0.1,-0.5,-0.2,-0.3,-0.2,-0.2,-0.8,-0.5,-0.1,0.3,-0.4,-0.2,-0.2,-0.3,-0.1
10510,-0.1,0.1,-0.1,-0.2,-0.3,-0.6,-0.1,-0.2,-0.6,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
10567,0.3,1.5,1.4,2.0,0.9,-0.1,1.8,1.1,0.7,1.5,0.8,0.3,-0.3,1.8,1.4
10681,0.9,1.5,0.5,0.3,0.4,-0.9,-0.2,-0.6,-0.3,-0.4,0.0,-1.0,-1.0,-0.6,-0.2
10804,-0.7,-0.7,-0.2,0.7,1.3,0.9,0.8,0.2,-0.5,-0.3,0.2,-0.3,0.1,-0.3,-0.3
10810,0.2,0.1,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0
10811,-0.3,-0.2,-0.5,-0.2,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
10820,0.3,0.5,0.6,-0.2,-0.6,-0.2,0.1,-0.5,-0.8,0.0,-0.5,-0.4,-0.4,-0.1,-1.0
10822,0.3,-0.1,-1.0,-0.5,-0.6,-0.2,-0.3,-0.5,-0.6,-0.3,-0.5,-0.4,-0.3,0.0,0.0
10880,-0.3,0.3,-1.0,-0.7,-0.1,-0.2,-0.3,-0.5,-0.1,-0.3,-0.7,-0.8,-0.5,-0.4,-0.5
10987,0.4,0.0,0.2,-1.0,0.1,-0.2,-0.4,-0.3,-0.4,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
10992,-0.1,-0.7,-0.2,-0.6,-0.3,-0.4,-0.2,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6
10996,-0.4,-0.5,-0.3,-0.7,-0.7,-0.8,-0.2,-0.4,-0.3,-0.3,-0.6,-0.1,-0.3,-0.6,-0.5
11001,-0.6,-0.5,-0.1,-0.5,-0.1,-1.4,0.0,-0.4,-0.5,-0.3,-0.1,-0.6,-0.5,-0.2,-0.2
11021,1.0,-0.3,-0.6,0.0,-0.5,-0.6,-0.2,-0.9,-0.9,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
11087,0.0,-0.6,-0.4,-0.1,0.1,-0.3,-0.2,-0.2,-0.3,-0.5,0.0,-0.2,-0.8,-0.7,-0.5
11099,-1.0,-0.2,-0.5,2.8,1.5,0.0,-0.5,-0.5,-0.3,0.7,1.3,2.5,0.1,-0.2,1.0
11105,1.0,2.3,1.5,1.1,1.6,1.3,0.8,2.2,1.3,0.6,1.4,0.8,1.2,1.9,0.7
11162,-0.3,-0.1,0.2,0.6,1.2,1.4,0.3,-0.5,0.2,1.4,0.3,-0.7,0.3,0.8,1.0
11189,-0.2,0.2,0.5,-0.3,0.3,-0.3,-0.1,-0.3,-0.2,-0.3,-0.1,-0.3,-0.6,0.0,-0.2
11248,0.9,1.0,1.3,2.1,2.8,1.3,1.2,1.6,0.9,0.5,1.6,2.1,1.5,1.3,0.3
11348,-0.9,-0.2,-0.1,-0.6,-0.8,-0.5,0.1,-0.1,-0.4,-0.6,-1.0,-1.0,-0.8,-0.5,-1.0
11350,-0.4,-0.3,0.0,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
5653,-0.6,0.8,1.5,1.3,0.1,-0.5,1.0,1.5,1.5,0.3,-0.3,-0.1,-0.1,0.7,-0.3
6186,-0.6,2.1,0.5,1.4,1.7,-0.8,0.5,1.9,1.5,-0.8,-0.7,0.3,1.5,0.6,1.7
6305,2.1,1.5,1.7,-0.2,2.1,1.0,0.3,0.2,1.6,2.2,2.3,2.0,1.3,2.3,2.1
6618,1.5,1.2,2.0,1.2,0.0,1.9,2.4,0.7,3.0,2.2,1.5,-0.3,1.4,2.8,3.5
6707,2.8,2.0,0.9,1.8,1.8,1.3,1.0,0.4,-0.2,1.5,0.9,-0.2,-0.5,-0.2,-0.4
6743,0.7,1.0,-0.6,0.8,-0.4,0.5,-0.8,0.1,-0.1,-0.1,-0.7,-0.7,-0.7,-0.7,-0.7
6804,-0.5,-0.8,0.0,-0.5,-0.2,-0.6,-0.7,-0.8,-1.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7
6895,0.0,0.7,0.2,-0.2,0.0,-0.7,-0.6,-0.4,-1.0,-0.8,-0.7,-0.7,-0.7,-0.7,-0.7
